"BLD_NM","GRND_FLR","HEIGHT","height2","geometry"
"DMC 래미안 e편한세상","35","104.05","122.5","POLYGON ((126.9091494258013 37.57273153464877, 126.90924035713809 37.57260394486001, 126.90925949341654 37.57260845574261, 126.90927550236462 37.572597088781414, 126.9094319520846 37.572672037914515, 126.90949798126391 37.572579612056195, 126.90945379068398 37.572559557665066, 126.90945647731812 37.57255644234383, 126.90940312143027 37.572533362478644, 126.90940084171994 37.572536955639535, 126.9093679748079 37.57252300973548, 126.90938749973309 37.57249687832021, 126.90935553942496 37.572482122231456, 126.90937351055595 37.572458404251485, 126.90931430946925 37.57242960752362, 126.90931585194957 37.572427185072186, 126.90926511135896 37.572403872929954, 126.90925789729909 37.572415760326145, 126.90923796210006 37.572407410612485, 126.90922098718073 37.572431048261926, 126.90922527483856 37.57243311487497, 126.90920772099815 37.57245804949166, 126.90918494779326 37.572447048647135, 126.90918835334335 37.57243926677954, 126.90915609787207 37.57242524921551, 126.9091472079729 37.572437531728276, 126.90913160691665 37.572430275582356, 126.90906930377396 37.57252097425997, 126.9090998499336 37.57253502654894, 126.90908110583192 37.57256126664629, 126.9091139041091 37.57257576217862, 126.90909671312268 37.572600138450014, 126.90908802309386 37.5725972214577, 126.90903426811856 37.57267725010624, 126.9091494258013 37.57273153464877))"
"DMC 래미안 e편한세상","35","104.05","122.5","POLYGON ((126.90872033390256 37.573891390418524, 126.9088172182534 37.57382138775135, 126.90878203140761 37.57378827586822, 126.90878553172429 37.57378631446561, 126.90874857895558 37.57375322821485, 126.9087446252919 37.57375563074383, 126.9087183113452 37.57373329261034, 126.90875553925862 37.573708806006124, 126.90873392001302 37.57368897630904, 126.90876958967432 37.57366131700058, 126.90871859423892 37.57361477697788, 126.9087201018082 37.57361315638592, 126.90865135183707 37.57355230370994, 126.90860663114617 37.57358509148749, 126.90861049854779 37.57358833808497, 126.90860281556874 37.57359480112663, 126.90859967075372 37.573593077765985, 126.90858732124524 37.57360170851292, 126.90858188224821 37.57359694701903, 126.90857887811066 37.57360044048446, 126.90856079592442 37.57358557797928, 126.90856411611443 37.57358281456275, 126.90852282092236 37.57354631007967, 126.90838758316465 37.5736446813762, 126.90842059994188 37.57367489048763, 126.9083981428736 37.57369162212834, 126.90842949713937 37.573720622602856, 126.90840663397523 37.573736200661315, 126.90840473416759 37.573734631445234, 126.90835439711385 37.57376855895005, 126.90835755255475 37.57377084093761, 126.90831904131153 37.57379854292708, 126.90840634470123 37.57387762838869, 126.90843350042611 37.57386026075086, 126.90843001798835 37.57385694237231, 126.90844778430886 37.573843666818874, 126.90845133558625 37.57384624644174, 126.9085023409996 37.57381194100804, 126.90849847352396 37.57380874846632, 126.90855516249421 37.57377367263854, 126.90855918869698 37.57377666708624, 126.90856354530774 37.5737779499183, 126.90857713980232 37.573778627351764, 126.90858314044489 37.5737777941575, 126.9085908421999 37.573774457557576, 126.90867832307752 37.57385667839356, 126.90868429442881 37.573852088054664, 126.9087023549025 37.57386627478292, 126.90869722171327 37.573870478357215, 126.90872033390256 37.573891390418524))"
"DMC 산학협력연구센터","15","80.9","52.5","POLYGON ((126.89052421507412 37.57627674331701, 126.89087322547884 37.5760453281506, 126.89066172806102 37.575830974211705, 126.89024247109384 37.57611078664421, 126.89034228913664 37.576205484287, 126.89041129600986 37.57616122070784, 126.89052421507412 37.57627674331701))"
"DMC 월드아파트","18","50.684","63","POLYGON ((126.91141812942398 37.5864666705815, 126.91169061345789 37.586307304747635, 126.9117326965841 37.58634535834189, 126.91184350188855 37.58628120231943, 126.91156185633105 37.58595338977379, 126.91143859201843 37.586021860758386, 126.91161553702408 37.58622327576613, 126.91160148812992 37.58623137393324, 126.91133773553408 37.58637957401705, 126.91141812942398 37.5864666705815))"
"DMC 이안상암1단지","32","119.52","112","POLYGON ((126.89053128197595 37.57786890127806, 126.89063485207926 37.577801776005856, 126.89066379022186 37.577830544649245, 126.89095679775345 37.577657289435805, 126.89077878387754 37.57747974538354, 126.89091790232577 37.57738793913886, 126.89074065646778 37.57721208959554, 126.89054462956867 37.577334529753124, 126.89071157580055 37.57750120688778, 126.89037573850663 37.57771521784874, 126.89053128197595 37.57786890127806))"
"DMC 이안상암2단지","32","119.67","112","POLYGON ((126.89127169057718 37.57733190581238, 126.891430552494 37.5772315039658, 126.89145493516803 37.57720962371817, 126.89154513586749 37.57730287879335, 126.89198611666019 37.577039921389506, 126.89175366604456 37.57682851424197, 126.89165532054663 37.57688554531102, 126.89163011099016 37.57686164570411, 126.89137584715421 37.57701936071062, 126.89124347585073 37.57688930586654, 126.89082682589837 37.577156698151626, 126.89100486385232 37.57733282761514, 126.89108100849826 37.577285056487824, 126.89112113744615 37.577325007722486, 126.89110572582338 37.57733562495021, 126.89114188811743 37.5773862942068, 126.89127169057718 37.57733190581238))"
"DMC덕원아파트","18","52.1","63","POLYGON ((126.90347821008173 37.57878252238271, 126.90362520212881 37.57891846805762, 126.90361288521147 37.57892703523347, 126.90366419714192 37.57897428045155, 126.90386340297117 37.578840396655686, 126.90380945886132 37.57878886965933, 126.9037291368094 37.57884170907138, 126.90358502536633 37.57871046005275, 126.90354864219631 37.578735044812696, 126.90349516995316 37.57868649131859, 126.9034855607018 37.57869354707261, 126.90346625810577 37.57867681774456, 126.90345126930187 37.57868554486222, 126.90342890287211 37.578665704579855, 126.90341572589317 37.57867404577428, 126.90340674901007 37.5786650554799, 126.90339748162167 37.578670399636735, 126.90336988931055 37.57864729342876, 126.9033299713083 37.57867394745134, 126.9034597178619 37.57879527400076, 126.90347821008173 37.57878252238271))"
"DMC래미안클라시스","19","51.1","66.5","POLYGON ((126.91653923423266 37.5780189950873, 126.91634818313355 37.57778369990854, 126.91631658076571 37.57779935427181, 126.91623570585864 37.57783938977924, 126.9163015009985 37.57791917460477, 126.91633654425668 37.5779637086325, 126.91635115670533 37.57795597069057, 126.91636641596861 37.5779767043893, 126.91638936773928 37.578002308960805, 126.91631403669027 37.57804505147765, 126.91631234105651 37.578042887886056, 126.9162811918086 37.57805818217156, 126.91631092118536 37.57809676585774, 126.91629698907407 37.578103513200425, 126.91632084045641 37.57813443425476, 126.91633839733885 37.578125797453026, 126.91634416225662 37.57813336989951, 126.91635039211096 37.57813031103976, 126.91637616506256 37.578163846330064, 126.91636891583327 37.57816735494916, 126.91636315091041 37.5781597825039, 126.91635782732325 37.578162301426104, 126.91641276476498 37.57823351898041, 126.91645490557022 37.57820904251842, 126.91647740174619 37.57823716950589, 126.91654853677294 37.57820100106801, 126.91649178812436 37.57812960207463, 126.91647117426922 37.57813859709162, 126.91645590848707 37.57812353961757, 126.91647618733101 37.578110489922395, 126.91648500515193 37.57812130811281, 126.91653076704743 37.57809809561258, 126.91652307995707 37.57808844952218, 126.91656011990126 37.57806964556474, 126.91652518854032 37.578026102769876, 126.91653923423266 37.5780189950873))"
"DMC래미안클라시스","19","51.1","66.5","POLYGON ((126.91577505388483 37.57694464664409, 126.91575866160437 37.57692508332518, 126.91595528992548 37.576823765881734, 126.9158867953774 37.57673974425331, 126.91588146034864 37.57674244334374, 126.91568257073682 37.576841416456006, 126.9157006450765 37.57686503544883, 126.91550152798209 37.57696444957189, 126.91557636937495 37.57705171959323, 126.91558112688418 37.57704920029372, 126.91577505388483 37.57694464664409))"
"DMC래미안클라시스","19","51.1","66.5","POLYGON ((126.91713640252989 37.57812609123659, 126.91733575254403 37.57802171911625, 126.91726600099143 37.577935715236926, 126.91706563540558 37.57803729345621, 126.9170443844409 37.5780090773722, 126.91684195922195 37.57810957255264, 126.91691160703293 37.57819692808525, 126.91710836155875 37.57809570794323, 126.91713640252989 37.57812609123659))"
"DMC래미안클라시스","20","53.9","70","POLYGON ((126.91587195972149 37.577743171375374, 126.915838044361 37.57770260236794, 126.91584937187557 37.577696573978216, 126.91578979413022 37.57762517258874, 126.91579534462633 37.577622203363404, 126.91576708190358 37.57758839583901, 126.91576436331088 37.57758983544284, 126.9157351963119 37.57755485597112, 126.91563835012849 37.57760289824559, 126.91565383967199 37.57762002825852, 126.91565100766323 37.57762164797465, 126.9157016519272 37.57768439346892, 126.91558748068285 37.57773620724898, 126.91561811510867 37.577774890878835, 126.9156050888509 37.57778145860198, 126.91561933222474 37.57779939860002, 126.91563052400619 37.57781301164052, 126.915648194823 37.57780374433319, 126.91565531698193 37.57781230888618, 126.91565871523551 37.577810509384534, 126.91567906379775 37.577835391412115, 126.91566479123216 37.57784285922216, 126.91572063735788 37.577910654013806, 126.91576560692751 37.57788743222368, 126.91578652074105 37.57791304444218, 126.91585505040763 37.57787830709678, 126.91579197179807 37.57779933488276, 126.91578993677321 37.57779699083982, 126.91583717242924 37.57777197770416, 126.91583106755941 37.57776476538039, 126.91587195972149 37.577743171375374))"
"DMC래미안클라시스","20","53.9","70","POLYGON ((126.91567516730223 37.57717657813356, 126.91567607346086 37.57717612829911, 126.91564984823904 37.57714268262036, 126.91564543075545 37.57714484177526, 126.91561615347113 37.57710751962593, 126.91552044087912 37.57715466164575, 126.91553536375905 37.57717224175602, 126.91553105937199 37.5771744910877, 126.91557921623738 37.5772341714726, 126.91550740170614 37.57727096952824, 126.91550536669418 37.57726863449009, 126.91546923118803 37.577288601051286, 126.91548957933819 37.577313663310655, 126.91547995116743 37.57731862073062, 126.91551488211793 37.57736170433606, 126.9155340251348 37.57735189752555, 126.91556138212239 37.57738561434891, 126.91554858233859 37.577392182231215, 126.91560476566283 37.57746169821269, 126.91564565701033 37.57744072596505, 126.91566941471565 37.57746407879823, 126.91573861006688 37.57743097278751, 126.9156820899101 37.57735894287162, 126.91566226767786 37.577368749212184, 126.91564892898461 37.577351710862736, 126.91566943086045 37.57734154462401, 126.91567610015606 37.57735010884704, 126.91572276747303 37.57732689731521, 126.91571508066937 37.57731716107255, 126.91575359251708 37.57729799804074, 126.91571628932628 37.577250398838025, 126.91572840921914 37.577244371035256, 126.91567516730223 37.57717657813356))"
"DMC래미안클라시스","20","53.9","70","POLYGON ((126.91625206837514 37.577170500099854, 126.9161414006545 37.57722845267053, 126.91640119671709 37.577545778565344, 126.91650824252518 37.57748747176157, 126.91625546021615 37.57717428669374, 126.91625206837514 37.577170500099854))"
"DMC쌍용스윗닷홈","20","56.12","70","POLYGON ((126.91885750271705 37.575098506600035, 126.91876844714416 37.575169622187424, 126.91930632945763 37.5756416646692, 126.91940715531223 37.57557316072122, 126.91885750271705 37.575098506600035))"
"DMC요진아파트","16","52.5","56","POLYGON ((126.9082017532295 37.573019402663164, 126.90842343168943 37.57290046715262, 126.90855895335329 37.57306436441901, 126.90857617090134 37.573055278003146, 126.90859878797913 37.5730826858195, 126.90865802963552 37.57305164836977, 126.9086353107782 37.573024150385784, 126.90868038225148 37.57300030967367, 126.90867574803289 37.572994719908216, 126.90868095853465 37.572992021043746, 126.90852068143147 37.57279980440599, 126.90850395303364 37.57277969921034, 126.90851901885497 37.57277133189689, 126.90848397663137 37.57273166084551, 126.90849926861799 37.57272347391022, 126.90842839816533 37.572639085635586, 126.90812675003633 37.57279986284871, 126.90797677307287 37.572881373564684, 126.90801791757859 37.57292924858291, 126.90800749326897 37.57293725911362, 126.90800396889964 37.572949419650584, 126.90803482362693 37.57298827663862, 126.90804500791826 37.57299116786171, 126.90805667527923 37.572984870187675, 126.90810245339539 37.57303887555729, 126.9080956568468 37.57304256422711, 126.9081325053556 37.57308611106572, 126.90821904725681 37.573039778644, 126.9082017532295 37.573019402663164))"
"DMC우방","20","53.9","70","POLYGON ((126.90327691477218 37.58218190925764, 126.90327272779537 37.58218046419578, 126.90326446539746 37.5821788355447, 126.90322103956588 37.582142399564916, 126.90312709293855 37.5822132378961, 126.9031402114065 37.58222405164941, 126.90313715157863 37.58222639166259, 126.90327975936212 37.5823433772955, 126.90328191255134 37.58234174830298, 126.90329378712993 37.582351488830795, 126.90327814775564 37.58236363912532, 126.90341779108124 37.58249692996492, 126.90342039830688 37.582494400361455, 126.9034277622216 37.58249918170529, 126.90340123592301 37.582525378347455, 126.90340994388514 37.58253259347104, 126.90340620406411 37.58253547351743, 126.90354745289144 37.582653529865034, 126.90355209924694 37.582650019876525, 126.90356352129189 37.58265957980402, 126.90365542856519 37.58259000983037, 126.90361313302157 37.58255465611701, 126.90361257132044 37.58255132200376, 126.90361121488466 37.58254969910436, 126.90360918023119 37.58254726475523, 126.90360759772295 37.582545371372554, 126.90360454603803 37.582541494602545, 126.90360239663768 37.58254023143963, 126.90359877699892 37.58253779577563, 126.90358972265153 37.58253571599757, 126.90358237004419 37.58253093467327, 126.9035720542999 37.58254110725411, 126.90354920446197 37.58252640222489, 126.90356371452701 37.58251208859177, 126.90355545692616 37.58250676592336, 126.9035550089134 37.5825030715098, 126.90355444579863 37.58250081857801, 126.90355241480802 37.58249559117496, 126.90355004051824 37.58249315654292, 126.90354506126249 37.582491530636155, 126.90354199424732 37.58249071720347, 126.90353476016013 37.58249053100206, 126.90349631173235 37.5824568923125, 126.90352678379698 37.58243475336019, 126.90348167483118 37.58239525272873, 126.90348143826516 37.5823943515465, 126.90348122694087 37.58239146821637, 126.90347929737744 37.58238660129053, 126.90347386941339 37.582381821557696, 126.90346560864306 37.582378931541975, 126.90345938346253 37.582377755089546, 126.90345452203829 37.58237261543215, 126.90343967943177 37.58238152286102, 126.9034210200868 37.58236565000654, 126.90343111105614 37.58235421587169, 126.90342545454381 37.5823510577212, 126.90342466666301 37.582347543221836, 126.90342433328918 37.58234276771997, 126.90342376911565 37.582341325673845, 126.90341913494956 37.58233555551374, 126.9034165331793 37.582333931577146, 126.90341087489578 37.58233212490319, 126.90340408353705 37.58233103807594, 126.90336076366489 37.5823000081514, 126.90338411260521 37.58227939498816, 126.90334283734563 37.582243231137205, 126.9033418232808 37.582239536251905, 126.90333945125398 37.58223538974435, 126.90333707733436 37.58223268481249, 126.90333108297165 37.582228174897665, 126.90332746122697 37.58222736099801, 126.90332078356505 37.58222591386621, 126.90328674427448 37.5821971440981, 126.90328573187034 37.58219218783351, 126.90328369948631 37.5821880416074, 126.90328155246915 37.5821849764689, 126.90327691477218 37.58218190925764))"
"DMC우방","22","59.5","77","POLYGON ((126.90248199570604 37.58152002051433, 126.90245394856436 37.58149783272728, 126.90244703429433 37.58150413382642, 126.90226282054587 37.581347207529966, 126.90226860007111 37.58134288765651, 126.90224009164386 37.581318627162524, 126.90223341535575 37.58132474825231, 126.90213739183841 37.58124619157589, 126.90204762863505 37.58132116810623, 126.90206538497202 37.581334607757384, 126.9020583693933 37.58134045825567, 126.90213900808574 37.58140152291709, 126.90214161841777 37.581396659790364, 126.90216706000626 37.581420016740886, 126.9021619608162 37.58142352629452, 126.90223524642747 37.58148044016526, 126.9022419330935 37.58147503987303, 126.90228411105736 37.581512736547985, 126.90228037148324 37.58151543636226, 126.90235047969632 37.58157811379947, 126.90236067688461 37.581571995660866, 126.90238373948011 37.58159661194606, 126.90237513382708 37.58159777600072, 126.90246752764153 37.58167353637764, 126.90247534726299 37.58166750633284, 126.90250655987627 37.58169312051568, 126.90287553080209 37.58142609786717, 126.90278178036374 37.58134880499549, 126.90251806216962 37.58155636049933, 126.90247712246995 37.5815238906655, 126.90248199570604 37.58152002051433))"
"DMC우방","23","62.3","80.5","POLYGON ((126.90294611553865 37.58190908527915, 126.9029412517924 37.58190575657993, 126.90293842280323 37.581904754123215, 126.9029316319654 37.58190330687479, 126.90292043582842 37.58189428766525, 126.90284556931277 37.5818335887612, 126.90284557502014 37.58182926403368, 126.90284320349753 37.5818247661318, 126.90284139555088 37.58182215176146, 126.90283517375633 37.58181845251842, 126.90283098634472 37.58181735882498, 126.90282555345648 37.58181637220844, 126.9027910608616 37.58178823260679, 126.90278947899688 37.581785879710644, 126.90278846602449 37.581781382943845, 126.90278688486195 37.581778498466555, 126.90278428502847 37.58177543294008, 126.90278089223452 37.58177272714471, 126.90277546150391 37.58177010974319, 126.90277285845846 37.58176947687571, 126.90276538587648 37.58176991210798, 126.9027249025984 37.581734568597874, 126.90263005307062 37.58180332450544, 126.90264396327234 37.58181459848056, 126.90264067666392 37.58181720858688, 126.90274347667007 37.58190045564378, 126.90274075659902 37.58190270583252, 126.90298493301873 37.58210040599502, 126.9030513350164 37.58204675363346, 126.90307881350101 37.582071202277135, 126.90319872711525 37.58196885110687, 126.90320472133081 37.58197345112705, 126.90337098395287 37.58183645942371, 126.9032766667826 37.581758896182926, 126.90300173479628 37.58197075914231, 126.9029771963093 37.58194903391188, 126.90298116254222 37.58194615406779, 126.90295187475728 37.58192017221427, 126.9029516518959 37.58191746907056, 126.90295108796042 37.58191585583502, 126.90294803692909 37.58191152855523, 126.90294611553865 37.58190908527915))"
"DMC청구아파트","18","56.3","63","POLYGON ((126.90136743870391 37.581247802356266, 126.90150572320196 37.58095401795992, 126.90148863969165 37.58094553421696, 126.90149297365332 37.58091319249106, 126.9014491859125 37.58089459506928, 126.90146282148167 37.58085703550955, 126.90122279811298 37.58078484304721, 126.90118066579443 37.580882564229164, 126.9014016744739 37.58095140700345, 126.90125959242282 37.58121482482537, 126.90136743870391 37.581247802356266))"
"ENA Center","20","95.05","70","POLYGON ((126.97445514074204 37.56288461674773, 126.97481807320946 37.563018081810775, 126.97480237604 37.56304575664584, 126.97485504522774 37.5630643199177, 126.9748932585568 37.562993898221315, 126.97488263195363 37.56299007563058, 126.97489505602444 37.562968148357236, 126.97488041191298 37.56296288327771, 126.97490694650287 37.562918957030895, 126.97489951135732 37.562916072189616, 126.974913280333 37.56289966828075, 126.97483735510812 37.562872387216316, 126.97485327874314 37.56284429797187, 126.97456560247758 37.56274291642109, 126.97450224903284 37.56284984034524, 126.97444755293347 37.56283449298191, 126.97443470970683 37.56285715892357, 126.97446413370331 37.562867536054505, 126.97445514074204 37.56288461674773))"
"e테크밸리","15","52.15","52.5","POLYGON ((126.95782825565344 37.5332724636578, 126.95762681946253 37.5331435468762, 126.95745498371187 37.533317744075305, 126.95768672188895 37.53346062878712, 126.95780027258735 37.533337144646765, 126.95779190324721 37.533332095984036, 126.95780967737235 37.53331273119989, 126.95779768874485 37.53330569901207, 126.95782825565344 37.5332724636578))"
"FERRUM TOWER","28","127.6","98","POLYGON ((126.98430810894334 37.56687180808548, 126.98385285541715 37.566890661604205, 126.98366533424101 37.56688945310197, 126.98376742296037 37.56711581483358, 126.98383092250077 37.567116247828366, 126.9838307489322 37.56713224935831, 126.98391375111424 37.56713281136711, 126.98391370476322 37.56713737937193, 126.98394070056516 37.56713756359197, 126.98394061961294 37.56714487960659, 126.98386824595389 37.567144391285176, 126.98386753921697 37.56726134849652, 126.98393783026636 37.567261926607145, 126.98394034223593 37.567265566974655, 126.98393798755971 37.56726691810676, 126.98399449412953 37.5673551873392, 126.98430378691616 37.567306588474004, 126.98429512874509 37.56725354601899, 126.98430810894334 37.56687180808548))"
"GLAD LIVE","19","69.9","66.5","POLYGON ((127.03622614766226 37.50839040539004, 127.03622667872128 37.508389287997105, 127.03634494278671 37.50842499576104, 127.03633548543068 37.5084448745541, 127.03644787884556 37.50847881798968, 127.0364473477891 37.508479935383626, 127.03660642491127 37.50852796546593, 127.03668312264168 37.50836676321394, 127.03615428883477 37.508207082492724, 127.03608714935257 37.50834844164365, 127.03622614766226 37.50839040539004))"
"Golden Tower","20","89.47","70","POLYGON ((127.0556445329018 37.50787477017041, 127.05565846978656 37.50784745454814, 127.05569011091143 37.507857008636364, 127.05571586281789 37.507808568205846, 127.05583075254206 37.5075931229595, 127.05580088677141 37.50758300046417, 127.05581623606906 37.507553990297474, 127.05554773905003 37.50746345502733, 127.05553450422728 37.50749189656428, 127.05550233109678 37.50748149573913, 127.05536167660676 37.507744543108416, 127.05538872577567 37.50775409937049, 127.05537530968664 37.50778227067164, 127.05545255367423 37.507808688718, 127.0556445329018 37.50787477017041))"
"GS강동자이아파트","19","51.2","66.5","POLYGON ((127.14999997561614 37.53778748726005, 127.14972624801179 37.53766458435375, 127.14966242661197 37.53776953993273, 127.1500000046216 37.53791624803, 127.15024700023957 37.53802359679758, 127.15030677217602 37.53792522325313, 127.14999997561614 37.53778748726005))"
"GS강동자이아파트","20","54","70","POLYGON ((127.14999999487442 37.53836214909863, 127.14942550454202 37.538115736833504, 127.14936122164089 37.53822231460632, 127.14997864526164 37.53849399109625, 127.1499999670564 37.53846224936606, 127.1500525395877 37.538384697928215, 127.14999999487442 37.53836214909863))"
"GS강동자이아파트","22","59.6","77","POLYGON ((127.14910025780183 37.53734227242404, 127.14898565586527 37.53729763625877, 127.14886147323737 37.53749007203597, 127.1489749375981 37.53753723251898, 127.1490254879581 37.53746680189009, 127.14905571930095 37.537477756233656, 127.14906823239141 37.537454395889085, 127.14905554933742 37.53744891568093, 127.14907133938057 37.53742339787044, 127.14905819611961 37.53741404397035, 127.14910025780183 37.53734227242404))"
"GS강동자이아파트","22","59.6","77","POLYGON ((127.14851923158005 37.53705198553503, 127.14840282878906 37.537005999554246, 127.1481478772507 37.537385823377825, 127.14825987559591 37.53743577944568, 127.14831234488268 37.53736272484817, 127.14834167162824 37.53737404089615, 127.14835395900602 37.537350870115745, 127.14834727816776 37.53734817544486, 127.14836204624261 37.537320676815916, 127.14834347497036 37.53731277117287, 127.1484378990162 37.5371709276416, 127.14847706998161 37.537182591806406, 127.14848653804654 37.53716419977943, 127.14847521299411 37.53715880791789, 127.14849020444451 37.53712986740628, 127.14847434831776 37.537121778206085, 127.14851923158005 37.53705198553503))"
"GS강동자이아파트","23","62.4","80.5","POLYGON ((127.1489162957283 37.53718149482884, 127.14898555832117 37.5370757219548, 127.14869884231588 37.5369566981236, 127.14863354020281 37.537062835305306, 127.1489162957283 37.53718149482884))"
"GS강동자이아파트","23","62.4","80.5","POLYGON ((127.14873366897439 37.53768808933384, 127.14825102965665 37.537483002436126, 127.14819519356286 37.53757019775639, 127.14828205527947 37.53761063449911, 127.14826807560337 37.53763633015251, 127.14830704099366 37.53765267978815, 127.14831516359268 37.53764627264657, 127.1483338590512 37.5376539979407, 127.14834243600437 37.53764272487383, 127.1485266547608 37.537709520523244, 127.14850962112907 37.53773567951226, 127.14853600910216 37.537748440756495, 127.14854266944634 37.5377406749213, 127.14857459818657 37.537751717373546, 127.14858611423861 37.53773908914095, 127.14867432613902 37.537775469446956, 127.14873366897439 37.53768808933384))"
"GS강동자이아파트","24","65.2","84","POLYGON ((127.14843803362507 37.536956941775614, 127.14849261626306 37.53686560332669, 127.14825368154362 37.53676336749531, 127.14819954932268 37.53685371418445, 127.14828561290392 37.53689144894417, 127.14827389024092 37.53691407842206, 127.14830129741698 37.53692746914902, 127.14830547385876 37.53692241840052, 127.14833287768752 37.53693409723866, 127.14834529456837 37.53691930552617, 127.14843803362507 37.536956941775614))"
"GS타워","38","166.85","133","POLYGON ((127.03741192011066 37.50213047728013, 127.03731925919301 37.50233379768182, 127.0373494811998 37.50234167225556, 127.03734294136488 37.502358847269434, 127.0374097539887 37.50237769389686, 127.0374083422198 37.50238163168898, 127.03764692183043 37.50245223328358, 127.03769812775397 37.50235367541287, 127.03770148713707 37.50235480063204, 127.03770378277045 37.502354511609404, 127.03770501520633 37.502353952612836, 127.03772956170637 37.50231846377227, 127.03783902245418 37.50212921148082, 127.03787962251373 37.50205937160846, 127.03789869424135 37.502021920239265, 127.03790010570225 37.50201741481208, 127.03789904250448 37.50201713583, 127.03789780966468 37.50201684789012, 127.03789409004366 37.50201911054175, 127.03787289337127 37.50201235056796, 127.03791348636949 37.50192815777846, 127.03791524881844 37.50192449017153, 127.03791383490237 37.50192393198806, 127.03755489848436 37.50181677815131, 127.03741192011066 37.50213047728013))"
"G밸리 더리브 스마트타워","15","61.7","52.5","POLYGON ((126.88308664810052 37.47164152514787, 126.8833913634886 37.471727650639636, 126.8833677550773 37.47178072312469, 126.88363145376829 37.47185525612623, 126.88365313976847 37.47180247900254, 126.883961168559 37.47188870543859, 126.88404804123311 37.471688598045986, 126.88392605079414 37.47165412148675, 126.88395664700654 37.47158533334363, 126.88350649504213 37.47145810457699, 126.88347589846975 37.4715268926044, 126.88317756803886 37.471442566717734, 126.88308664810052 37.47164152514787))"
"G밸리 페트라 힐스","20","71.3","70","POLYGON ((126.88926577999744 37.479077687123066, 126.88910161665589 37.478944768476424, 126.88896948998115 37.47904834798731, 126.88902260751829 37.47909138535341, 126.88902905935576 37.47908632786658, 126.88914004855606 37.47917625431864, 126.88926577999744 37.479077687123066))"
"G밸리소홈","16","54.1","56","POLYGON ((126.8999945459862 37.48674434235805, 126.90017014725831 37.486631372496156, 126.90022100488088 37.48659831334906, 126.90034250648876 37.4867170071372, 126.90049389810214 37.48662165765058, 126.90024036731593 37.486376737876874, 126.89986799548996 37.48662212996754, 126.8999945459862 37.48674434235805))"
"H House 대림 뉴스테이","20","61.85","70","POLYGON ((126.90303823379239 37.48636284887002, 126.90317184233916 37.48637455602956, 126.90318504696711 37.48628960266523, 126.90323099075293 37.48629498382502, 126.90324560791645 37.48621922183377, 126.90325452295015 37.48619792058406, 126.9032514724105 37.48619617010597, 126.90325862091407 37.48616827206229, 126.90325346895669 37.486165267445834, 126.90325672328574 37.486158179277496, 126.9032421226608 37.486160906176345, 126.90324289568584 37.48614909470142, 126.90295224244825 37.48612417419276, 126.90293758950648 37.48623556168227, 126.9029567180562 37.486237496771224, 126.90295431686782 37.48624926183588, 126.90302459341086 37.48625420386085, 126.90302279935763 37.48625997777918, 126.90306059362985 37.48626328892027, 126.90306024019104 37.48627413667276, 126.90304865087809 37.48627401889504, 126.90303823379239 37.48636284887002))"
"H-TOWER","15","60.7","52.5","POLYGON ((127.03341995024178 37.50758019061558, 127.03345667215888 37.507496559099955, 127.0335487615441 37.50753087118675, 127.03357701223813 37.507473992550594, 127.03356287293545 37.507469770707914, 127.0335671090073 37.50745766015004, 127.03355455323062 37.50745372619598, 127.03355843784985 37.507439642548796, 127.03354394842994 37.50743655605587, 127.0335499478989 37.50742219252623, 127.03353615825516 37.507415718091316, 127.03353951323078 37.5074061395766, 127.03334987799418 37.5073513020502, 127.03332762560899 37.507391285311684, 127.0332615890743 37.50753067840528, 127.03341995024178 37.50758019061558))"
"HM타워","16","54.9","56","POLYGON ((127.02420681515332 37.506260575448465, 127.02422927347783 37.506213439933966, 127.02423185305575 37.506216547880676, 127.02423553947176 37.5062146280463, 127.0242221325961 37.50619893524074, 127.02420484560737 37.506180414045446, 127.02419315907112 37.506168811436474, 127.02417485471842 37.5061519572781, 127.02416142652338 37.506140490149654, 127.02414885828208 37.50613036534177, 127.02413390331076 37.50611902464237, 127.02411655038567 37.506106747361954, 127.02408096298831 37.50608418416716, 127.02407833996605 37.506087004791546, 127.0240955679408 37.506097516145616, 127.02408768728458 37.50610504999395, 127.02405335894474 37.50609466804186, 127.02405214955829 37.50609720007668, 127.02405532789642 37.50609815452813, 127.02400676029987 37.506200084665366, 127.02400517678377 37.50619960743793, 127.02398009609531 37.50625224850563, 127.0241688402121 37.5063093267208, 127.02417914822553 37.50628767376508, 127.02419500604444 37.506292473040624, 127.02419344628126 37.50629575297229, 127.02419682822821 37.506296779460634, 127.02421316054046 37.50626249335507, 127.02420681515332 37.506260575448465))"
