"BLD_NM","GRND_FLR","HEIGHT","height2","geometry"
\N,"15","59.5","52.5","POLYGON ((127.03187671796388 37.493186196019195, 127.0315413207009 37.49308491924274, 127.03146700178527 37.49324515390323, 127.03180150577215 37.493345016547025, 127.03187671796388 37.493186196019195))"
\N,"15","56.89","52.5","POLYGON ((127.0553416709253 37.506738804595706, 127.05518029290032 37.506695242693695, 127.05506965596216 37.506927579119555, 127.05522892249604 37.50697536781007, 127.0553416709253 37.506738804595706))"
\N,"15","67.1","52.5","POLYGON ((127.06122828291001 37.5077574098095, 127.06102889391731 37.50769500822466, 127.06097261540846 37.507809355131165, 127.06092515783351 37.50790848873484, 127.06112702421294 37.5079708892423, 127.06120410914798 37.507808950075116, 127.06122828291001 37.5077574098095))"
\N,"15","59.23","52.5","POLYGON ((127.0255922497902 37.50330152087628, 127.0256159150495 37.50324999696669, 127.02563005319911 37.503254499073456, 127.0257179919046 37.50307033504952, 127.0256897041736 37.50306076322844, 127.02571867036485 37.502999948918216, 127.02558771818674 37.50295998936474, 127.02544080962156 37.503277341816315, 127.02559791071315 37.50332094524632, 127.02560515522691 37.50330602323719, 127.0255922497902 37.50330152087628))"
\N,"15","68.35","52.5","POLYGON ((127.05601423708292 37.50694261727223, 127.0558130904443 37.50688048699328, 127.05568250748338 37.50714832344888, 127.0558831453734 37.50720988655277, 127.05601423708292 37.50694261727223))"
\N,"15","67.8","52.5","POLYGON ((127.05577066607785 37.50686361277775, 127.05557605920528 37.50680457852273, 127.05545977526678 37.5070465045086, 127.05565296832233 37.50710469266261, 127.05577066607785 37.50686361277775))"
\N,"15","57.95","52.5","POLYGON ((127.05873717489868 37.508582253514774, 127.05857030589247 37.50852433701979, 127.05847835745172 37.50869219216161, 127.05864893478521 37.508747854497805, 127.05873717489868 37.508582253514774))"
\N,"15","55.7","52.5","POLYGON ((127.03119320671014 37.49933743850765, 127.03119478770942 37.49933180686723, 127.03109600514809 37.49930199055629, 127.03109406181733 37.49930649603746, 127.03107904222462 37.49930256243141, 127.03107515311748 37.49930537452115, 127.03106350432017 37.49933212809325, 127.03106297325174 37.49933325447474, 127.03102709729296 37.49932172164528, 127.03101897892687 37.49932510241885, 127.03094076337558 37.499487581039155, 127.03094447542097 37.49949461691598, 127.03111429785257 37.49954750817829, 127.03121106309838 37.49936559023721, 127.03120822977256 37.49935010277785, 127.03121228683528 37.499343064956584, 127.03119320671014 37.49933743850765))"
\N,"15","50.8","52.5","POLYGON ((127.03161965179639 37.49951302540525, 127.03129854371942 37.49941230303085, 127.03120497250728 37.499606338674496, 127.03152343411605 37.49970479145483, 127.03161965179639 37.49951302540525))"
\N,"15","61.21","52.5","POLYGON ((127.04168699136868 37.50196035125617, 127.04169157882005 37.50195275427891, 127.04171561441474 37.50195950359157, 127.04178021698769 37.50182066475157, 127.04150431961975 37.50173685747628, 127.0414972593682 37.50175178040152, 127.0414931986401 37.50175037621792, 127.04144096427706 37.50186133382971, 127.04144502470795 37.50186217038609, 127.04143814493314 37.50187625531786, 127.04146306304568 37.50188385132231, 127.04146271786166 37.50189398767229, 127.04147685475132 37.50189482081998, 127.04148816466001 37.5018962315616, 127.04165340647299 37.501945442136005, 127.04166277226824 37.50194881769804, 127.04167479707841 37.5019547331713, 127.04168080375 37.50195754224469, 127.04168699136868 37.50196035125617))"
\N,"15","51.54","52.5","POLYGON ((127.05529502067789 37.50554471542034, 127.05538131573302 37.50537432442884, 127.05511919234063 37.50529674159264, 127.05502918920628 37.50546994518835, 127.05521920225884 37.50553151425131, 127.05522308614184 37.50552222319728, 127.05529502067789 37.50554471542034))"
\N,"15","71.45","52.5","POLYGON ((127.0389401311674 37.5017123885215, 127.03860661857023 37.50160804093649, 127.03854532369256 37.50163199068583, 127.03851937055224 37.50168042748972, 127.03854642368874 37.5017296946237, 127.03888276276822 37.501831509676535, 127.03889510766635 37.50179941220381, 127.03894723507311 37.50178390753488, 127.03892459769386 37.50174562226723, 127.0389401311674 37.5017123885215))"
\N,"15","63.4","52.5","POLYGON ((127.05382071940028 37.52453855371538, 127.05382725609667 37.52453573070629, 127.0538300852266 37.524537144015426, 127.05383326444867 37.524537701224205, 127.05383750627216 37.52453714072846, 127.05388044730938 37.52451882249116, 127.05392109048871 37.524498523068736, 127.05395854429857 37.52447936030205, 127.0539970579229 37.52445513346063, 127.05403063266641 37.52443765725503, 127.05405748892636 37.5244218778992, 127.05408628776634 37.52440158368765, 127.054086463634 37.524394267529914, 127.05409370050334 37.524389759333744, 127.05399481783397 37.524277178930284, 127.05399074335439 37.524274369635975, 127.05398703225156 37.52427352434928, 127.0539815571828 37.52427380608977, 127.0539606807209 37.52425073186808, 127.05395856389742 37.52424875962885, 127.05395449119264 37.52424848212851, 127.05394813394405 37.52424904356756, 127.05370376302366 37.52438233687467, 127.05370271292112 37.52438515745304, 127.0537028851572 37.52438881541669, 127.05370430197435 37.52439276114887, 127.0537235823478 37.52441443056856, 127.0537204099932 37.524423721229226, 127.05382071940028 37.52453855371538))"
\N,"15","59.2","52.5","POLYGON ((127.03072390428909 37.52093605468205, 127.0307731738457 37.52083467147273, 127.0307752885309 37.52083297707718, 127.03077723255072 37.52082875993612, 127.03077706199092 37.52082650748932, 127.03077617888356 37.520824534527634, 127.03077458311941 37.520822561742506, 127.03077245602152 37.520821436024804, 127.03076963911253 37.52082087810519, 127.0307664492343 37.52082115820375, 127.03045073732252 37.52072045058853, 127.030449141677 37.52071875710756, 127.03044614367104 37.520717910905944, 127.03044313468008 37.52071791164284, 127.03044012580042 37.52071820069822, 127.03043747911678 37.52071903927223, 127.03043518375856 37.52072157163195, 127.0304350045051 37.520726076654036, 127.03038467188205 37.52082914484584, 127.0303829074267 37.5208297129043, 127.03038078141729 37.520831398285644, 127.03038008159245 37.52083534481749, 127.03038149645842 37.520837587950844, 127.03038485699778 37.520839848628604, 127.03038838688788 37.52084125331904, 127.03039139577612 37.52084097327492, 127.0307076394551 37.52094084298932, 127.03070817178038 37.52094253672949, 127.03071436000842 37.52094394075317, 127.03071647557569 37.52094449884752, 127.03071825145567 37.520944219099825, 127.03072178015239 37.52094253336566, 127.03072354372993 37.52093971281337, 127.03072390428909 37.52093605468205))"
\N,"15","70.79","52.5","POLYGON ((127.0505090036275 37.50549589080978, 127.05055576094658 37.5053967616367, 127.05055999120934 37.50538014547854, 127.0505592698593 37.5053666308088, 127.05055378087825 37.50534354951986, 127.05054687276828 37.505329469789174, 127.0505345013543 37.50531426607756, 127.05051328376648 37.50529597561093, 127.05049595165444 37.50528725212785, 127.0503186808778 37.50523045450004, 127.05022779391047 37.50541802572508, 127.05025660699881 37.505429276315226, 127.05025943075951 37.50542364391309, 127.0503720149525 37.50545259152083, 127.0503750092725 37.50544837361214, 127.05043140966409 37.50546410872657, 127.05042928656317 37.505468893904656, 127.0505090036275 37.50549589080978))"
\N,"15","57.59","52.5","POLYGON ((127.02814851871278 37.49852758033732, 127.02813420196404 37.49852758356376, 127.02799763350922 37.49857688989174, 127.02796918271744 37.49858195988002, 127.02794781173823 37.49858872215594, 127.02792749454196 37.49860139474613, 127.02791389527987 37.49861575971023, 127.02790982961248 37.498631248792094, 127.02791390509228 37.49864363661831, 127.02792167831106 37.498655464998606, 127.02793706176843 37.49866587710821, 127.02794747893574 37.4986712177024, 127.02794377287026 37.498680237531815, 127.02806854348907 37.49871793438554, 127.0281181817897 37.49869877698988, 127.02817220893002 37.498587266181744, 127.02816921153706 37.49858558198979, 127.02817874613274 37.49855770292792, 127.02817626673519 37.49854981974571, 127.0281684816791 37.49853658582612, 127.02815858441166 37.498530398194916, 127.02814851871278 37.49852758033732))"
\N,"15","61.1","52.5","POLYGON ((127.1032685718076 37.515509335796025, 127.10372689017228 37.515666614431346, 127.1038604659292 37.51541087716973, 127.1034088107655 37.51525333200878, 127.1032685718076 37.515509335796025))"
\N,"15","50.9","52.5","POLYGON ((127.12452402903106 37.52596605684889, 127.1240175871302 37.526192831876656, 127.1241172782689 37.52633959051117, 127.12462360358444 37.526110292398556, 127.12452402903106 37.52596605684889))"
\N,"15","65.1","52.5","POLYGON ((126.9852607547741 37.56895026372749, 126.98527037688261 37.56889486328545, 126.98528656415644 37.56889161294462, 126.98526315668808 37.568783761430424, 126.98502057595071 37.56882437136096, 126.98498480881756 37.568816437660736, 126.98496352863656 37.56881625448095, 126.98495651061161 37.56881661389193, 126.98494802102213 37.568817243392466, 126.98493353174173 37.56882003442148, 126.98491089130744 37.56882859062717, 126.98490160776615 37.56883642791866, 126.98489787128618 37.56884147292686, 126.9848962854471 37.56884660833662, 126.9848959447678 37.56885156372403, 126.98489594350639 37.5688572399498, 126.98489752690323 37.568863096596345, 126.98489888435533 37.568866971036876, 126.98491393622979 37.568879406792604, 126.98492412213892 37.56888589534013, 126.98493531885512 37.56892815326182, 126.98501093429219 37.568916270814164, 126.98502213163812 37.568955915861665, 126.98518808912176 37.56893116175773, 126.98519612005467 37.56895755281375, 126.9852077777993 37.56896269906771, 126.98521796502156 37.56896333116646, 126.9852278127065 37.56896377400995, 126.98523777366101 37.56896386548285, 126.98524694240051 37.568963335163865, 126.98525192320102 37.56896189426904, 126.9852552061884 37.56896008373498, 126.98525735742116 37.568957471165454, 126.98525939534332 37.568955399173184, 126.98526030133489 37.568953336034916, 126.9852607547741 37.56895026372749))"
\N,"15","58.15","52.5","POLYGON ((127.13612425019072 37.53592157467358, 127.13624965386501 37.535881688889376, 127.13625737219793 37.53589537517324, 127.13631006469703 37.535877565489265, 127.1361886741678 37.53563867060005, 127.13605840864747 37.53568017463656, 127.13605262885929 37.535674874373385, 127.13601339212057 37.535688073557274, 127.13605970372394 37.53577127253731, 127.13605326011016 37.53577434325302, 127.13612425019072 37.53592157467358))"
\N,"15","70.43","52.5","POLYGON ((127.17433423812975 37.54901691023198, 127.17473039603662 37.54907975051148, 127.17476472862394 37.5489668691337, 127.17478960303761 37.54896742729125, 127.17476051152018 37.549090779504176, 127.17496019206085 37.54912710263407, 127.17498676999753 37.54900817792776, 127.17563012907063 37.54920100706428, 127.17560699487781 37.54923347682068, 127.17559410923153 37.549225296805346, 127.1755842981582 37.5492399613691, 127.17579401409995 37.54930418097147, 127.1758429574656 37.54931891199877, 127.17589854352424 37.549328785869214, 127.17594764955352 37.549335605918714, 127.17599706845712 37.54934071360404, 127.17606094712343 37.54934475474813, 127.17611788223998 37.54934594097548, 127.17617988326936 37.54934065057278, 127.17615740739804 37.54888397185566, 127.17623117532145 37.548897386601496, 127.17624959880474 37.54886372537464, 127.17616757674594 37.54881437333545, 127.17608292491121 37.54876793532497, 127.17600838825344 37.548730510230186, 127.17594023634119 37.54869894110455, 127.17596515693981 37.54866108071909, 127.1755590375123 37.5484600383288, 127.17557069243227 37.54844511877035, 127.17535200493914 37.548336853536945, 127.17534034999223 37.54835177307416, 127.17522999937943 37.548285469394955, 127.17521652569363 37.54830663545889, 127.17496830312363 37.54826148227971, 127.17497309645884 37.548244797906804, 127.17457085987164 37.548252731123256, 127.17433423812975 37.54901691023198))"
\N,"16","62.1","56","POLYGON ((126.99999999944374 37.57510584799082, 126.9998371018805 37.575088727023356, 126.99979510853832 37.575377682047595, 127.00000000479304 37.57539984013891, 127.00016403508798 37.57541750148607, 127.00020932122267 37.57512792468788, 126.99999999944374 37.57510584799082))"
