"도로명","링크아이디","시점명","종점명","거리","차선수","평균속도","좌표"
"강변북로","1130001000","상수진출입(강변북로)","양화대교북단","1684","4","50.48769585569184","LINESTRING(193405.346098 449465.285467, 193375.777261 449466.273519, 193305.854882 449460.810044, 193255.505384 449450.313507, 193206.748554 449433.292911, 193145.996829 449405.745235, 193048.459747 449345.111616, 192975.305046 449298.508166, 192932.134334 449274.459628, 192881.376812 449255.937322, 192836.620412 449246.943855, 192796.265838 449245.975193, 192747.527885 449253.042422, 192641.272551 449278.726307, 192440.350894 449330.589385, 192401.211348 449347.183627, 192306.573616 449403.971176, 192219.529681 449462.25802, 192099.760457 449557.206351, 192039.085274 449612.45943, 191974.037004 449689.293478, 191928.935554 449734.998634)"
"강변북로","1130001300","상수진출입(강변북로)","서강대교북단","753","4","64.34149553341528","LINESTRING(193393.985332 449393.145478, 193410.07883 449392.987251, 193458.816516 449385.923907, 193506.349797 449371.335182, 193549.883598 449351.23032, 193654.923015 449300.470293, 193719.626715 449271.820032, 193974.844601 449149.700053, 194043.143986 449117.537301, 194084.216623 449102.517685)"
"강변북로","1130001400","서강대교북단","상수진출입(강변북로)","375","4","50.48769585569184","LINESTRING(193754.83831 449341.038277, 193654.59513 449394.302249, 193541.961114 449439.046903, 193497.625197 449454.636472, 193437.303456 449464.217601, 193405.346098 449465.285467)"
"강변북로","1130001900","망원동진출입(강변북로)","양화대교북단","731","4","49.52568186641339","LINESTRING(191340.101218 450172.13545, 191471.008041 450047.058108, 191561.209129 449961.664304, 191652.207564 449872.758272, 191781.926744 449749.192429, 191868.941036 449666.81582)"
"강변북로","1130002000","양화대교북단","망원동진출입(강변북로)","739","5","64.01084462463069","LINESTRING(191928.935554 449734.998634, 191850.301833 449807.832684, 191801.99818 449846.015066, 191750.093891 449878.681787, 191673.036485 449926.929019, 191605.174712 449981.18897, 191482.633763 450086.184607, 191358.10887 450201.219636)"
"강변북로","1130002300","내부순환로연결램프(강변북로)","망원동진출입(강변북로)","616","4","49.52568186641339","LINESTRING(190892.329094 450595.610664, 191007.662218 450488.606894, 191097.853207 450402.70621, 191222.766195 450283.150841, 191340.101218 450172.13545)"
"강변북로","1130002400","망원동진출입(강변북로)","내부순환로연결램프(강변북로)","612","4","64.01084462463069","LINESTRING(191358.10887 450201.219636, 191238.776038 450311.73511, 191129.026526 450415.217235, 191019.677059 450516.693302, 190912.330939 450621.179291)"
"강변북로","1130003300","성산대교북단","내부순환로연결램프(강변북로)","350","4","49.53564970702187","LINESTRING(190650.130725 450848.272767, 190684.041332 450809.096178, 190752.265212 450732.750079, 190892.329094 450595.610664)"
"강변북로","1130003400","내부순환로연결램프(강변북로)","성산대교북단","372","2","64.01084462463069","LINESTRING(190912.330939 450621.179291, 190892.783589 450645.787688, 190820.175725 450733.176518, 190723.635049 450850.699221, 190679.362046 450910.961844)"
"강변북로","1130004300","월드컵대교북단","성산대교북단","748","4","57.247505629325794","LINESTRING(190126.250322 451367.715172, 190277.109925 451257.648249, 190426.782692 451154.108549, 190476.635699 451085.809737, 190540.054479 451002.944278, 190581.521224 450935.157448, 190650.130725 450848.272767)"
"강변북로","1130004400","성산대교북단","월드컵대교북단","724","5","66.34695716501335","LINESTRING(190679.362046 450910.961844, 190597.975797 451002.878503, 190509.807532 451100.825033, 190431.989997 451166.646941, 190276.727518 451272.200195, 190131.855002 451378.245805)"
"강변북로","1130005700","노을공원","월드컵대교북단","1042","5","65.80121277824617","LINESTRING(189284.09606 451980.873557, 189497.585787 451826.555368, 189590.96401 451758.196189, 189691.527181 451684.811386, 189741.410625 451648.621715, 189875.099764 451551.113042, 189998.816421 451462.148744, 190126.250322 451367.715172)"
"강변북로","1130005800","월드컵대교북단","노을공원","1044","5","77.59612051079316","LINESTRING(190131.855002 451378.245805, 189968.102335 451497.310118, 189778.939411 451634.525699, 189579.011606 451782.296447, 189288.906464 451994.415317)"
"강변북로","1130006900","가양대교북단","노을공원","1466","6","65.80121277824617","LINESTRING(188100.282442 452845.542664, 188339.656405 452669.079062, 188435.011834 452600.20217, 188572.261341 452500.158422, 188656.846738 452438.323824, 188760.985235 452362.915622, 188876.297272 452278.963556, 188984.429095 452200.040403, 189080.594061 452131.169942, 189284.09606 451980.873557)"
"강변북로","1130007000","노을공원","가양대교북단","1464","5","77.59612051079316","LINESTRING(189288.906464 451994.415317, 189140.068386 452102.992433, 188959.316282 452237.205249, 188811.680983 452342.776062, 188620.160778 452480.523311, 188433.838863 452618.267785, 188325.31834 452697.198747, 188107.090409 452858.579121)"
"강변북로","2210000500","토평삼거리","강변북로구리시계","1997","3","80","LINESTRING(211292.340071 452589.376746, 211149.108621 452465.995452, 210993.609779 452324.09393, 210846.664132 452185.26901, 210752.277575 452089.540819, 210687.151042 452016.795924, 210546.30119 451825.489142, 210380.976722 451592.564414, 210319.697848 451482.932623, 210263.322399 451382.57118, 210232.616535 451312.908248, 210112.868327 451012.529098)"
"강변북로","2210000600","강변북로구리시계","토평삼거리","1991","3","72.8745783074178","LINESTRING(210124.015203 451008.085319, 210243.683836 451308.264862, 210274.068973 451377.200157, 210330.166421 451477.066693, 210391.136271 451586.145621, 210556.026438 451818.458463, 210696.474262 452009.219199, 210761.025375 452081.321361, 210855.059661 452176.692275, 211001.775243 452315.299843, 211157.070616 452457.015689, 211300.171919 452580.284874)"
"강변역로","1040008200","구남초교","강변역","195","2","25.138357574884793","LINESTRING(208226.342802 448629.768915, 208242.00819 448614.588554, 208272.356778 448554.504089, 208297.457849 448497.19787, 208314.981238 448457.888645)"
"강변역로","1040008300","강변역","구남초교","180","3","16.35555111527138","LINESTRING(208349.554412 448502.407526, 208326.821366 448541.243145, 208297.457849 448581.025975, 208255.780599 448622.703225, 208234.693626 448638.386556)"
"강변역로","1040009200","광진우체국","구남초교","381","2","18.807094214029696","LINESTRING(207873.792194 448708.535775, 207927.549584 448725.351137, 207960.358865 448727.230083, 208006.614773 448726.337632, 208034.083212 448724.033608, 208067.713393 448718.961901, 208096.387681 448710.220982, 208134.613156 448694.419007, 208168.674173 448675.865234, 208206.056229 448649.42751, 208226.342788 448629.768929)"
"강변역로","1040009300","구남초교","광진우체국","394","2","21.691926091269842","LINESTRING(208234.69364 448638.386543, 208213.741706 448658.689902, 208175.030461 448686.067669, 208139.790233 448705.263783, 208100.438751 448721.531237, 208070.371834 448730.696678, 208035.480978 448735.958505, 208007.232667 448738.327944, 207960.131223 448739.236709, 207925.382709 448737.246705, 207870.209754 448719.988553)"
"강변역로","3201500100","동서울터미널 서측","동서울터미널 동측","171","2","20.983391809075776","LINESTRING(208368.025011 448356.063546, 208387.885475 448324.214423, 208400.77482 448310.085193, 208413.040285 448306.137416, 208423.641694 448308.215089, 208431.333558 448316.31887, 208435.075699 448325.668728, 208432.3726 448338.343653, 208424.889453 448357.251596, 208409.228656 448389.689509)"
"강변역로4길","1040007000","강변역","동서울호텔","269","3","18.24373667114695","LINESTRING(208308.350767 448470.202378, 208292.481863 448442.044251, 208192.263214 448333.338073, 208123.719273 448345.172469, 208104.672705 448342.163737)"
"강변역로4길","1040007100","동서울호텔","강변역","270","2","16.80289487327189","LINESTRING(208106.545094 448330.310714, 208123.632333 448333.009937, 208196.658374 448320.401686, 208300.047214 448432.546539, 208325.400551 448439.891651)"
"강서로","1140026300","화곡사거리","화곡고가사거리","328","3","23.25511271121352","LINESTRING(186508.084762 447910.145557, 186541.193823 447831.908669, 186636.747336 447608.849227)"
"강서로","1140026400","화곡고가사거리","화곡사거리","328","3","10.544608990975425","LINESTRING(186647.777853 447613.574446, 186552.234714 447836.609671, 186519.13592 447914.822296)"
"강서로","1150008000","화곡터널남단","화곡사거리","355","3","15.98630859575013","LINESTRING(186354.01385 448229.858459, 186413.470488 448109.149493, 186508.191532 447909.907783)"
"강서로","1150008100","화곡사거리","화곡터널남단","355","3","23.948061491935484","LINESTRING(186519.029149 447915.06007, 186424.2723 448114.377094, 186364.778813 448235.16087)"
"강서로","1150008600","화곡터널북단","화곡터널남단","633","2","25.80331069988479","LINESTRING(186075.199772 448798.414448, 186154.423093 448638.247091, 186275.978025 448391.408864, 186353.993621 448229.899929)"
"강서로","1150008700","화곡터널남단","화곡터널북단","633","2","30.302713093637994","LINESTRING(186364.799042 448235.1194, 186286.763616 448396.669387, 186165.183895 448643.557951, 186085.95591 448803.73474)"
"강서로","1150009400","신월초교입구","화곡터널북단","204","3","28.83548675115207","LINESTRING(185986.321178 448981.888043, 186012.97824 448926.859277, 186039.635301 448871.830512, 186075.17805 448798.458824)"
"강서로","1150009500","화곡터널북단","신월초교입구","204","3","22.278476590501793","LINESTRING(186085.977633 448803.690364, 186059.320571 448858.719129, 186032.66351 448913.747895, 185997.120761 448987.119582)"
"강서로","1150009600","화곡역","신월초교입구","180","3","23.510666690668202","LINESTRING(185895.543412 449136.376602, 185922.84467 449089.903026, 185950.145929 449043.42945, 185986.547607 448981.464681)"
"강서로","1150009700","신월초교입구","화곡역","180","3","17.03647170218894","LINESTRING(185996.894332 448987.542944, 185969.593073 449034.01652, 185942.291815 449080.490097, 185905.890137 449142.454865)"
"강서로","1150010200","우장산역","화곡역","821","3","23.063390456989247","LINESTRING(185529.620466 449840.912289, 185531.073545 449710.129302, 185534.442818 449678.403873, 185541.652828 449642.392644, 185553.160687 449606.853219, 185567.645098 449575.140687, 185605.714313 449506.329673, 185684.072556 449405.444034, 185841.006281 449208.188914, 185895.936836 449135.789139)"
"강서로","1150010300","화곡역","우장산역","813","3","24.517662554403483","LINESTRING(185905.496712 449143.042328, 185850.482774 449215.552006, 185693.506758 449412.860282, 185615.763251 449512.954453, 185578.368703 449580.545991, 185564.363757 449611.20877, 185553.28305 449645.429032, 185546.317505 449680.219254, 185543.066487 449710.831177, 185541.619725 449841.045608)"
"강서로","1150011200","우장산공원입구","우장산역","770","3","21.95975055203533","LINESTRING(185594.352334 450603.028461, 185533.470389 450359.34001, 185532.024674 450258.793794, 185530.768781 450020.560443, 185529.620218 449841.01733)"
"강서로","1150011300","우장산역","우장산공원입구","767","3","21.178791146633387","LINESTRING(185541.619973 449840.940566, 185542.768578 450020.490432, 185544.024219 450258.675899, 185545.449182 450357.778801, 185605.994495 450600.11984)"
"강서로","1150012400","발산역","우장산공원입구","429","3","24.15118786002304","LINESTRING(185701.303299 451018.400155, 185686.488802 450960.334786, 185644.158928 450796.675824, 185594.362542 450603.068727)"
"강서로","1150012500","우장산공원입구","발산역","429","3","22.702225542434714","LINESTRING(185605.984287 450600.079575, 185655.77865 450793.678808, 185698.111441 450957.349045, 185712.930825 451015.433568)"
"강서로","1150014200","등촌1-10단지","발산역","535","3","17.887804323476704","LINESTRING(185837.169108 451536.348861, 185757.179634 451229.619605, 185701.316597 451018.451333)"
"강서로","1150014300","발산역","등촌1-10단지","535","3","20.8638275249616","LINESTRING(185712.917527 451015.382391, 185768.785963 451226.571069, 185848.780763 451533.32075)"
"강서로","1150017000","양천향교역","등촌1-10단지","593","3","29.15035775889657","LINESTRING(185972.58792 452113.484766, 185943.324901 451947.836753, 185933.640957 451905.848074, 185888.807466 451737.503991, 185837.163371 451536.326688)"
"강서로","1150017100","등촌1-10단지","양천향교역","594","3","25.04677564164107","LINESTRING(185848.7865 451533.342922, 185900.417174 451734.467945, 185945.288678 451902.954758, 185955.087829 451945.442965, 185984.404944 452111.397196)"
"강서로","1150018600","대아아파트앞","양천향교역","285","3","20.343910650281618","LINESTRING(186019.712471 452394.307379, 185992.104091 452222.219812, 185972.590801 452113.500947)"
"강서로","1150018700","양천향교역","대아아파트앞","285","3","19.89240880216334","LINESTRING(185984.402062 452111.381015, 186003.934979 452220.209235, 186031.560958 452392.4065)"
"강서로","1150019800","가양IC","대아아파트앞","442","2","19.906661786354324","LINESTRING(186165.086746 452791.541502, 186153.308586 452773.918737, 186160.866633 452760.466127, 186165.086746 452747.422143, 186166.237685 452731.308986, 186163.552159 452714.428535, 186157.413814 452691.793386, 186073.571704 452575.764607, 186049.049616 452539.143292, 186037.640122 452506.242983, 186019.712219 452394.305809)"
"강서로","1150019900","대아아파트앞","가양IC","440","3","41.897897129416286","LINESTRING(186031.56121 452392.40807, 186049.322635 452503.3058, 186059.880732 452533.751027, 186083.405212 452568.882514, 186172.152841 452690.289078, 186183.885429 452697.931731, 186201.149526 452703.68643, 186218.79727 452706.371957, 186237.9796 452706.371957, 186252.941817 452703.68643, 186265.218508 452716.730415)"
"강서로17길","1150008200","화곡터널남단","화곡대림아파트","585","1","20.063187652009727","LINESTRING(186356.7579 448235.488709, 186205.745594 448141.616415, 185799.444562 448110.270481)"
"강서로17길","1150008300","화곡대림아파트","화곡터널남단","591","1","19.415661514336918","LINESTRING(185797.721775 448103.597712, 186206.945433 448135.169125, 186360.44726 448230.588956)"
"강서로29길","1150009200","신월초교입구","강서나누리병원","586","1","17.210233438940094","LINESTRING(185989.53993 448987.632324, 185877.532709 448872.659258, 185577.896776 448727.944543, 185593.970469 448636.93778)"
"강서로29길","1150009300","강서나누리병원","신월초교입구","572","1","17.837291930683566","LINESTRING(185601.025058 448641.141597, 185586.530928 448723.205118, 185879.891407 448864.888987, 185993.372841 448981.375302)"
"개봉로","1160011300","개봉사거리","개봉지하차도","392","3","30.33860940700205","LINESTRING(187306.881482 444224.027405, 187300.676123 444201.29409, 187275.592738 443833.432334)"
"개봉로","1160011400","개봉지하차도","개봉사거리","390","2","18.44396238159242","LINESTRING(187287.564938 443832.615985, 187312.567079 444199.286248, 187318.457954 444220.867453)"
"개봉로","3201504600","경서농협개봉역지점","개봉교사거리","685","2","23.756360207053252","LINESTRING(187254.653876 443582.411808, 187279.98788 443240.923985, 187304.553501 442899.626827)"
"개봉로","3201504700","개봉교사거리","경서농협개봉역지점","685","2","22.827934171786993","LINESTRING(187316.522537 442900.488325, 187291.955969 443241.798638, 187266.620989 443583.299614)"
"개봉로","3201506800","개봉지하차도","경서농협개봉역지점","251","2","22.13498023873528","LINESTRING(187276.005831 443832.656925, 187254.546128 443583.864184, 187254.653876 443582.411808)"
"개봉로","3201506900","경서농협개봉역지점","개봉지하차도","249","2","26.506935643881206","LINESTRING(187266.620989 443583.299614, 187266.58446 443583.792008, 187287.961438 443831.62569)"
"개포로","1220007000","구룡초교","포이사거리","888","2","21.946520041282646","LINESTRING(204753.434273 442411.766481, 204516.128283 442239.424716, 204484.24741 442218.002153, 204452.572175 442203.654622, 204419.970474 442192.478359, 204392.694512 442185.987976, 204362.885435 442182.231634, 204217.584341 442164.160148, 203974.823282 442110.976411, 203942.403683 442100.566233)"
"개포로","1220007100","포이사거리","구룡초교","892","2","19.984383800563236","LINESTRING(203946.072469 442089.140822, 203977.948746 442099.376535, 204219.613174 442152.320024, 204364.376114 442170.324579, 204394.839874 442174.163419, 204423.312926 442180.938653, 204457.003517 442192.4882, 204490.109911 442207.483986, 204523.002745 442229.586543, 204760.485791 442402.056894)"
"개포로","1220008200","개포고교","구룡초교","558","2","17.61486715949821","LINESTRING(205125.81154 442819.966335, 205047.297472 442688.062171, 205036.872913 442672.705281, 204752.896676 442411.326338)"
"개포로","1220008300","구룡초교","개포고교","562","2","21.710954909114186","LINESTRING(204761.023389 442402.497037, 205046.02147 442664.816512, 205057.426467 442681.617731, 205136.123065 442813.828547)"
"개포로","1220012000","개포동역","개포고교","889","2","26.530235335061448","LINESTRING(205838.418107 443306.572719, 205652.289769 443229.138444, 205625.631624 443216.510223, 205607.148906 443202.67254, 205570.641776 443167.309716, 205549.504757 443144.942346, 205532.245754 443132.741936, 205510.207333 443121.199632, 205307.997155 443034.09462, 205279.942668 443019.603725, 205248.033492 442996.89814, 205229.039313 442979.363769, 205210.816146 442957.927736, 205125.859107 442820.044874)"
"개포로","1220012100","개포고교","개포동역","881","2","26.78155921979007","LINESTRING(205136.075498 442813.750007, 205220.552095 442950.853125, 205237.712113 442971.038568, 205255.612486 442987.563198, 205286.206204 443009.332745, 205313.130702 443023.239969, 205515.372186 443110.358468, 205538.520579 443122.482102, 205557.406519 443135.832597, 205579.181389 443158.874947, 205614.950743 443193.523119, 205631.858426 443206.181602, 205657.165895 443218.169994, 205843.027445 443295.493279)"
"개포로","1220013600","개포2동주민센터","개포동역","270","2","18.670108758960573","LINESTRING(206105.595594 443354.676931, 206025.81571 443340.355432, 205946.035825 443326.033932, 205839.662645 443306.9386)"
"개포로","1220013700","개포동역","개포2동주민센터","270","2","23.83969864471326","LINESTRING(205841.782906 443295.127398, 205921.56279 443309.448897, 206001.342675 443323.770397, 206107.715855 443342.865729)"
"개포로","1220015600","대모산입구역","개포2동주민센터","388","2","24.771215381784437","LINESTRING(206428.82276 443561.331316, 206323.170725 443471.32889, 206283.293997 443441.348308, 206212.406867 443399.13633, 206104.356687 443354.31339)"
"개포로","1220015700","개포2동주민센터","대모산입구역","392","2","20.373738527265743","LINESTRING(206108.954762 443343.22927, 206217.803609 443388.383525, 206289.988798 443431.368473, 206330.674164 443461.957015, 206436.604485 443552.196506)"
"개포로","1220017200","수서경찰서","대모산입구역","333","2","26.250932035650283","LINESTRING(206738.426791 443689.022076, 206646.028011 443651.009261, 206553.62923 443612.996446, 206430.430857 443562.312692)"
"개포로","1220017300","대모산입구역","수서경찰서","333","2","22.73872075812852","LINESTRING(206434.996389 443551.215129, 206527.395169 443589.227944, 206619.79395 443627.240759, 206742.992324 443677.924512)"
"개포로","1220018600","대청역","수서경찰서","318","2","27.68586231918843","LINESTRING(207032.122012 443809.808878, 206944.013636 443773.572916, 206855.90526 443737.336953, 206738.427426 443689.022337)"
"개포로","1220018700","수서경찰서","대청역","318","2","31.489154681899638","LINESTRING(206742.991689 443677.924251, 206831.100065 443714.160214, 206919.208441 443750.396176, 207036.686275 443798.710792)"
"개포로","1220020400","대청역","대청초교","842","2","28.595260376664104","LINESTRING(207036.674697 443798.706045, 207571.643453 444017.41704, 207591.382108 444006.215355, 207679.70303 443781.837988)"
"개포로","1220020500","대청초교","대청역","862","2","24.886586061507934","LINESTRING(207690.869121 443786.23326, 207600.994377 444014.558078, 207572.497227 444030.730207, 207032.13359 443809.813626)"
"개화동로","1150004100","방화2동상사마을입구","개화사거리","1030","4","29.064545050883257","LINESTRING(182190.774614 453505.42551, 182593.180232 452756.598577, 182615.161769 452694.363576, 182642.32526 452583.504767)"
"개화동로","1150004200","개화사거리","방화2동상사마을입구","1033","5","36.011767889144906","LINESTRING(182653.980478 452586.360619, 182626.675176 452697.798184, 182604.187698 452761.465625, 182201.34503 453511.105855)"
"개화동로","1150004900","행주대교남단교차로","방화2동상사마을입구","1097","5","41.145625656041986","LINESTRING(182419.441033 454447.574259, 182296.050594 454358.692174, 182241.186948 454308.635495, 182191.669018 454247.634442, 182147.461864 454179.473992, 182107.481124 454090.512817, 182091.755169 454045.995838, 182080.983542 453996.718899, 182072.499843 453932.860208, 182071.290271 453899.958435, 182072.285027 453844.661352, 182081.621312 453772.600793, 182097.805759 453706.244674, 182128.730019 453618.451511, 182190.800171 453505.378458)"
"개화동로","1150005000","방화2동상사마을입구","행주대교남단교차로","1080","5","52.544743727598565","LINESTRING(182201.319473 453511.152908, 182139.722028 453623.364834, 182109.322512 453709.668261, 182093.436657 453774.800152, 182084.270984 453845.543878, 182083.28217 453899.517575, 182084.470712 453931.847314, 182092.813302 453994.643845, 182103.318796 454042.703305, 182118.630321 454086.047118, 182158.030252 454173.715935, 182201.388869 454240.568075, 182249.938034 454300.375708, 182303.62669 454349.360345, 182426.454818 454437.83738)"
"개화동로","1150006700","행주대교남단(개화IC)","행주대교남단교차로","401","2","53.27025732046852","LINESTRING(182689.26345 454737.892376, 182543.988484 454540.690722, 182500.596731 454504.178149, 182419.441033 454447.574259)"
"개화동로","1150006800","행주대교남단교차로","행주대교남단(개화IC)","408","3","51.6441664186508","LINESTRING(182426.454818 454437.83738, 182511.180085 454492.007291, 182552.984335 454528.519864, 182709.191913 454725.836544)"
"개화동로","1150007200","행주대교고양시계","행주대교남단(개화IC)","973","2","56.43134795026882","LINESTRING(183270.202546 455518.348641, 183095.853955 455284.110749, 182921.505365 455049.872857, 182689.040578 454737.555668)"
"개화동로","1150007300","행주대교남단(개화IC)","행주대교고양시계","975","2","53.186919138824884","LINESTRING(182708.295111 454724.838948, 182874.239818 454944.353771, 183071.269185 455212.005792, 183290.772627 455507.215169)"
"개화동로","1150016600","방화초교","김포공항입구","692","3","34.127080309139785","LINESTRING(182783.102374 452045.736464, 182833.876213 451844.357781, 182884.650052 451642.979098, 182952.348504 451374.474187)"
"개화동로","1150016700","김포공항입구","방화초교","692","2","32.77125968862007","LINESTRING(182963.984356 451377.407948, 182913.210517 451578.786631, 182862.436678 451780.165314, 182794.738226 452048.670225)"
"개화동로","1150019200","개화사거리","방화초교","556","2","38.33310002240143","LINESTRING(182642.34846 452583.413208, 182684.578689 452422.094403, 182726.808918 452260.775599, 182783.115891 452045.683859)"
"개화동로","1150019300","방화초교","개화사거리","556","2","27.036233150921664","LINESTRING(182794.724709 452048.72283, 182752.49448 452210.041634, 182710.26425 452371.360439, 182653.957278 452586.452178)"
"거마로","1230010900","마천사거리","거여역","583","2","22.30663160842294","LINESTRING(212954.663714 444294.409011, 212896.613558 444129.386922, 212838.563401 443964.364833, 212761.163192 443744.335381)"
"거마로","1230011000","거여역","마천사거리","583","2","21.236245519713265","LINESTRING(212772.483224 443740.353311, 212830.53338 443905.3754, 212888.583537 444070.397489, 212965.983746 444290.426941)"
"거마로","1230013900","청암노인요양원","마천사거리","419","2","23.03640400185612","LINESTRING(213102.6781 444686.15499, 213080.431607 444639.109962, 213066.453874 444602.426191, 212954.683702 444294.464945)"
"거마로","1230014000","마천사거리","청암노인요양원","418","2","21.62281366007425","LINESTRING(212965.963759 444290.371008, 213077.701389 444598.242591, 213091.479154 444634.401558, 213113.526341 444681.025111)"
"거북골로","1120008100","북가좌초교사거리","남가좌동새마을금고","833","2","18.712593141961086","LINESTRING(192023.61 453147.16, 192092.8 453071.64, 192265.68 452898.33, 192302.82 452876.14, 192324.59 452867.6, 192349.77 452860.77, 192386.91 452856.5, 192427.04 452854.79, 192479.1 452849.23, 192510.49 452847.16, 192572.81 452851, 192592.87 452851, 192609.52 452845.88, 192627.88 452834.78, 192643.28 452828.1, 192707.09 452831.32, 192720.51 452827.31, 192732.51 452818.62)"
"거북골로","1120008200","남가좌동새마을금고","북가좌초교사거리","831","2","14.733523617511521","LINESTRING(192738.7 452824.81, 192722.64 452837.98, 192705.59 452843.24, 192643.19 452840.11, 192625.1 452851.64, 192605.47 452861.46, 192571.1 452863.38, 192530.98 452859.97, 192481.14 452861.05, 192427.46 452866.32, 192349.34 452874.43, 192326.29 452880.83, 192304.1 452889.37, 192277.2 452905.16, 192099.2 453082.31, 192032.09 453155.65)"
"거북골로","1120009100","남가좌동사거리","남가좌동새마을금고","436","1","14.919777201740912","LINESTRING(193037.04 453130.43, 192952.74 453045.34, 192941.22 453031.83, 192805.11 452892.55, 192792.59 452882.68, 192770.67 452868.93, 192749.75 452853.57, 192729.28 452825.09)"
"거북골로","1120009200","남가좌동새마을금고","남가좌동사거리","434","1","17.024782682091654","LINESTRING(192738.26 452817.13, 192758.5 452843.11, 192775.79 452858.05, 192793.93 452868.72, 192813.15 452883.61, 192950.22 453023.89, 192961.58 453037.21, 193045.56 453121.98)"
"거북골로","1120010700","증산3교","북가좌초교사거리","441","1","13.194255136328724","LINESTRING(191686.46 453430.01, 191698.88 453413.2, 191751.36 453373.43, 191879.44 453266.55, 192023.46 453146.49)"
"거북골로","1120010800","북가좌초교사거리","증산3교","438","2","13.924293898809523","LINESTRING(192031.15 453155.71, 191887.13 453275.77, 191758.83 453382.82, 191707.5 453421.72, 191696.11 453437.14)"
"거북골로","1120011300","명지대입구","남가좌동사거리","661","1","18.393426507296468","LINESTRING(193535.87 453566.14, 193377.77 453426.82, 193037.81 453132.14)"
"거북골로","1120011400","남가좌동사거리","명지대입구","661","1","17.018214493727598","LINESTRING(193045.67 453123.07, 193385.66 453417.79, 193543.8 453557.13)"
"겸재로","1050014300","전동중교앞","휘경여중고","373","2","24.415132352470557","LINESTRING(206371.46677 453938.190482, 206263.527912 453908.159567, 206155.589054 453878.128652, 206011.670577 453838.087432)"
"겸재로","1050014400","휘경여중고","전동중교앞","373","2","29.009370695724524","LINESTRING(206014.887066 453826.526541, 206122.825924 453856.557456, 206230.764781 453886.588371, 206374.683259 453926.629591)"
"겸재로","1060009100","중랑초교","면목2동사거리","859","2","19.468449444764467","LINESTRING(206484.549159 454396.519696, 206515.397714 454206.165994, 206647.910417 454007.532221, 206671.866808 454010.247604, 207060.137065 454119.97767)"
"겸재로","1060009200","면목2동사거리","중랑초교","840","2","23.640298875128003","LINESTRING(207056.87354 454131.525371, 206669.358639 454022.008779, 206653.943153 454019.761008, 206526.827165 454210.652655, 206496.10431 454400.228318, 206495.999397 454400.91023)"
"겸재로","1060009300","면목사거리","면목2동사거리","383","2","18.96806809235791","LINESTRING(207425.578772 454235.745633, 207314.967117 454204.479531, 207204.355463 454173.213428, 207056.873257 454131.525291)"
"겸재로","1060009400","면목2동사거리","면목사거리","383","2","20.207627016129035","LINESTRING(207060.137348 454119.97775, 207170.749003 454151.243853, 207281.360658 454182.509955, 207428.842864 454224.198092)"
"겸재로","1060009700","면목역","면목사거리","321","2","17.184946220558114","LINESTRING(207734.860433 454323.183573, 207642.075859 454296.95217, 207549.291284 454270.720766, 207425.578518 454235.745562)"
"겸재로","1060009800","면목사거리","면목역","321","2","16.4963214765745","LINESTRING(207428.843117 454224.198164, 207521.627692 454250.429568, 207614.412266 454276.660971, 207738.125032 454311.636176)"
"겸재로","1060010100","동원사거리","면목역","555","2","16.385566300243216","LINESTRING(208269.162688 454474.878097, 208108.87009 454429.369196, 207948.577492 454383.860294, 207734.854029 454323.181759)"
"겸재로","1060010200","면목역","동원사거리","555","2","21.18796898201485","LINESTRING(207738.131437 454311.63799, 207898.424034 454357.146892, 208058.716632 454402.655793, 208272.440096 454463.334329)"
"겸재로","1060010300","겸재삼거리","동원사거리","348","2","22.206086173515107","LINESTRING(208604.42027 454569.861002, 208503.843954 454541.366403, 208403.267638 454512.871803, 208269.165884 454474.879004)"
"겸재로","1060010400","동원사거리","겸재삼거리","348","2","22.900022361431134","LINESTRING(208272.4369 454463.333422, 208373.013215 454491.828022, 208473.589531 454520.322621, 208607.691286 454558.315421)"
"경부고속도로","1210000701","달래네고개","양재IC2","3015","5","56.74412642797018","LINESTRING(205421.455462 437757.452091, 205315.245172 437932.949318, 205052.566498 438387.599059, 205006.721107 438459.841723, 204926.968674 438578.241548, 204851.673453 438683.660517, 204693.843154 438899.864668, 204347.236296 439382.173155, 204132.318807 439674.358935, 203705.208238 440232.069348)"
"경부고속도로","1210000800","양재IC남측(경부선부산방향합류)","경부고속도로(만남의광장)","295","4","21.971334015584326","LINESTRING(203695.635014 440224.833984, 203749.285415 440154.505436, 203802.935817 440084.176888, 203874.469685 439990.405491)"
"경부고속도로","1210001900","양재IC북측","양재IC남측(경부선부산방향합류)","596","5","71.88394959291188","LINESTRING(203338.59175 440701.668478, 203445.695006 440558.630994, 203552.798263 440415.593511, 203695.602604 440224.876865)"
"경부고속도로","1210002000","양재IC2","양재IC북측","596","4","62.49789664883381","LINESTRING(203705.208238 440232.069348, 203598.104981 440375.106832, 203491.001725 440518.144316, 203348.197384 440708.860961)"
"경부고속도로","1210002900","양재IC북측","서초IC남측","1995","5","62.46350462634973","LINESTRING(203348.172149 440708.894418, 203171.260435 440941.754014, 202835.191642 441382.883169, 202713.389395 441549.0517, 202635.99688 441666.600683, 202579.376904 441785.698072, 202542.883583 441874.042529, 202489.885 442040.91083, 202374.8742 442422.706282)"
